	tconst	titleType	primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
4854	tt0022158	movie	Monkey Business	1931	77	Comedy,Family,Musical	7.4	13881
4867	tt0022183	movie	Mädchen in Uniform	1931	88	Drama,Romance	7.6	3352
4882	tt0022208	movie	Night Nurse	1931	72	Comedy,Crime,Drama	7.0	4106
4894	tt0022236	movie	Other Men's Women	1931	71	Drama,Music,Romance	6.4	1285
4902	tt0022251	movie	Pardon Us	1931	56	Comedy,Crime,Drama	6.8	2676
4910	tt0022264	movie	The Phantom of Paris	1931	74	Drama,Thriller	6.5	1393
4913	tt0022268	movie	Platinum Blonde	1931	89	Comedy,Romance	6.8	3231
4916	tt0022276	movie	Possessed	1931	76	Drama,Romance	6.9	2182
4918	tt0022279	movie	Private Lives	1931	84	Comedy,Drama,Romance	6.7	1273
4923	tt0022286	movie	The Public Enemy	1931	83	Crime,Drama	7.6	21990
4951	tt0022335	movie	Safe in Hell	1931	73	Crime,Drama,Romance	7.0	1580
4979	tt0022386	movie	The Sin of Madelon Claudet	1931	75	Crime,Drama,Music	6.6	1046
4984	tt0022395	movie	The Skin Game	1931	85	Drama	5.7	3356
4989	tt0022403	movie	Smart Money	1931	81	Crime,Drama	6.8	2093
5011	tt0022436	movie	Street Scene	1931	80	Drama,Romance	7.6	1875
5021	tt0022453	movie	Susan Lenox (Her Fall and Rise)	1931	76	Drama,Romance	6.3	1275
5022	tt0022454	movie	Svengali	1931	81	Drama,Horror,Romance	6.8	2213
5025	tt0022458	movie	Tabu: A Story of the South Seas	1931	86	Adventure,Drama,Romance	7.4	6119
5039	tt0022485	movie	Tokyo Chorus	1931	90	Comedy,Drama	7.2	1465
5042	tt0022489	movie	Tonight or Never	1931	80	Comedy,Romance	6.6	1524
5046	tt0022495	movie	Trader Horn	1931	122	Action,Adventure,Drama	6.2	1057
5066	tt0022550	movie	Waterloo Bridge	1931	81	Drama,Romance	7.4	3029
5093	tt0022599	movie	À Nous la Liberté	1931	104	Comedy,Musical	7.4	4775
5111	tt0022626	movie	American Madness	1932	75	Drama,Mystery	7.4	2141
5112	tt0022628	movie	The Animal Kingdom	1932	85	Comedy,Drama,Romance	6.4	1218
5116	tt0022639	movie	Arsène Lupin	1932	84	Crime,Mystery,Romance	6.9	1233
5127	tt0022660	movie	The Beast of the City	1932	86	Crime,Drama,Film-Noir	6.7	1374
5138	tt0022685	movie	A Bill of Divorcement	1932	70	Drama	6.5	1796
5139	tt0022689	movie	Bird of Paradise	1932	80	Adventure,Drama,Romance	6.0	1453
5143	tt0022694	movie	The Blue Light	1932	85	Drama,Fantasy,Mystery	6.8	1330
5146	tt0022698	movie	Blonde Venus	1932	93	Drama	7.1	5300
5148	tt0022700	movie	Blondie of the Follies	1932	91	Comedy,Musical	6.4	1319
5152	tt0022718	movie	Boudu Saved from Drowning	1932	85	Comedy	7.3	5973
5153	tt0022725	movie	Broken Lullaby	1932	76	Drama	7.6	1300
5159	tt0022735	movie	The Cabin in the Cotton	1932	78	Drama	6.6	1796
5168	tt0022753	movie	Chandu the Magician	1932	71	Action,Adventure,Comedy	6.2	1078
5180	tt0022775	movie	Frisco Jenny	1932	73	Crime,Drama,Music	6.8	1089
5184	tt0022787	movie	Wooden Crosses	1932	115	Drama,War	7.7	1567
5188	tt0022792	movie	The Crowd Roars	1932	85	Action,Drama,Sport	6.2	1379
5196	tt0022802	movie	The Dark Horse	1932	75	Comedy	6.7	1327
5212	tt0022827	movie	Doctor X	1932	76	Comedy,Crime,Horror	6.4	3780
5215	tt0022834	movie	Downstairs	1932	77	Drama,Romance	7.0	1820
5216	tt0022835	movie	Dr. Jekyll and Mr. Hyde	1931	98	Horror,Sci-Fi	7.6	14681
5224	tt0022854	movie	Emma	1932	72	Drama	7.0	1034
5233	tt0022867	movie	Ecstasy	1933	82	Drama,Romance	6.6	2631
5239	tt0022877	movie	Fanny	1932	140	Comedy,Drama	7.8	1836
5241	tt0022879	movie	A Farewell to Arms	1932	80	Drama,Romance,War	6.4	6439
5255	tt0022905	movie	Forbidden	1932	85	Drama,Romance	6.9	1553
5260	tt0022913	movie	Freaks	1932	64	Drama,Horror	7.8	48141
5284	tt0022958	movie	Grand Hotel	1932	112	Drama,Romance	7.3	20094
5309	tt0022991	movie	Hell's House	1932	72	Drama	5.8	1377
5325	tt0023027	movie	Horse Feathers	1932	68	Comedy,Family,Musical	7.5	12986
5326	tt0023028	movie	Hot Saturday	1932	73	Drama,Romance	6.6	1254
5335	tt0023042	movie	I Am a Fugitive from a Chain Gang	1932	92	Crime,Drama,Film-Noir	8.2	13841
5339	tt0023049	movie	If I Had a Million	1932	88	Comedy,Drama	7.0	1967
5352	tt0023074	movie	Jewel Robbery	1932	68	Comedy,Crime,Romance	7.2	2319
5398	tt0023158	movie	Love Me Tonight	1932	104	Comedy,Musical,Romance	7.5	4380
5411	tt0023181	movie	The Man Who Played God	1932	80	Drama,Romance	6.8	1243
5420	tt0023194	movie	The Mask of Fu Manchu	1932	68	Adventure,Horror,Sci-Fi	6.2	3574
5422	tt0023196	movie	Mata Hari	1931	89	Crime,Drama,Romance	6.6	3824
5427	tt0023202	movie	Me and My Gal	1932	79	Comedy,Drama,Romance	6.6	1269
5433	tt0023213	movie	Merrily We Go to Hell	1932	83	Comedy,Drama,Romance	6.9	1749
5439	tt0023225	movie	Million Dollar Legs	1932	64	Comedy,Sport	6.8	1405
5445	tt0023236	movie	The Monster Walks	1932	63	Horror,Mystery	4.1	1020
5446	tt0023238	movie	The Most Dangerous Game	1932	63	Action,Adventure,Horror	7.1	13123
5448	tt0023241	movie	Movie Crazy	1932	84	Comedy,Family,Romance	7.1	1595
5450	tt0023245	movie	The Mummy	1932	73	Fantasy,Horror	7.0	28210
5452	tt0023249	movie	Murders in the Rue Morgue	1932	61	Crime,Horror,Mystery	6.3	4748
5469	tt0023277	movie	No Man of Her Own	1932	85	Comedy,Drama,Romance	6.6	1477
5473	tt0023285	movie	Number 17	1932	66	Crime,Mystery,Thriller	5.7	5168
5475	tt0023293	movie	The Old Dark House	1932	72	Adventure,Comedy,Drama	7.0	11930
5479	tt0023303	movie	One Hour with You	1932	78	Comedy,Musical,Romance	7.1	2713
5481	tt0023305	movie	One Way Passage	1932	67	Comedy,Drama,Music	7.5	3996
5483	tt0023312	movie	Pack Up Your Troubles	1932	68	Comedy,War	7.2	2514
5492	tt0023327	movie	Penguin Pool Murder	1932	70	Comedy,Drama,Mystery	6.9	1308
5506	tt0023349	movie	Polly of the Circus	1932	69	Drama,Romance	6.1	1199
5513	tt0023362	movie	The Purchase Price	1932	68	Comedy,Drama	6.4	1697
5518	tt0023369	movie	Rain	1932	94	Drama	6.9	2873
5521	tt0023374	movie	Rasputin and the Empress	1932	121	Biography,Drama,History	6.5	1131
5527	tt0023382	movie	Red Dust	1932	83	Comedy,Drama,Romance	7.2	4654
5529	tt0023385	movie	Red-Headed Woman	1932	79	Comedy,Drama,Romance	7.0	3352
5532	tt0023394	movie	The Rich Are Always with Us	1932	71	Comedy,Drama,Romance	6.2	1127
5533	tt0023395	movie	East of Shanghai	1931	110	Comedy,Drama,Romance	5.7	4605
5550	tt0023427	movie	Scarface	1932	93	Action,Crime,Drama	7.7	29016
5563	tt0023458	movie	Shanghai Express	1932	82	Adventure,Drama,Film-Noir	7.3	9586
5569	tt0023470	movie	The Sign of the Cross	1932	125	Drama,History	6.8	2517
5582	tt0023488	movie	Smilin' Through	1932	98	Drama,Romance	6.9	1438
5583	tt0023491	movie	So Big!	1932	81	Drama,Romance	6.8	1754
5588	tt0023498	movie	Speak Easily	1932	82	Comedy	5.8	1069
5619	tt0023551	movie	Tarzan the Ape Man	1932	100	Action,Adventure,Romance	7.0	7823
5621	tt0023556	movie	Taxi	1931	69	Crime,Drama,Romance	6.6	1432
5625	tt0023563	movie	The Testament of Dr. Mabuse	1933	122	Crime,Mystery,Thriller	7.9	13076
5638	tt0023582	movie	Thirteen Women	1932	73	Crime,Drama,Horror	6.2	1497
5643	tt0023590	movie	Three on a Match	1932	63	Crime,Drama,Romance	7.1	4124
5646	tt0023594	movie	Tiger Shark	1932	77	Drama,Romance	6.4	1048
5655	tt0023622	movie	Trouble in Paradise	1932	83	Comedy,Crime,Romance	8.0	15382
5659	tt0023629	movie	Two Seconds	1932	67	Crime,Drama,Thriller	6.9	1248
5662	tt0023634	movie	I Was Born, But...	1932	100	Comedy,Drama	7.9	5850
5668	tt0023642	movie	Union Depot	1932	67	Comedy,Drama,Romance	7.0	1089
5671	tt0023649	movie	Vampyr	1932	75	Fantasy,Horror	7.4	19285
5693	tt0023686	movie	What Price Hollywood?	1932	88	Drama,Music,Romance	7.1	2477
5699	tt0023694	movie	White Zombie	1932	69	Horror	6.2	11059
5713	tt0023731	movie	20, 000 Years in Sing Sing	1932	78	Crime,Drama,Film-Noir	6.8	2861
5725	tt0023753	movie	Alice in Wonderland	1933	76	Adventure,Family,Fantasy	6.3	2428
5737	tt0023775	movie	Baby Face	1933	71	Drama,Romance	7.5	7433
5753	tt0023814	movie	The Bitter Tea of General Yen	1932	88	Drama,Romance,War	6.9	4095
5759	tt0023825	movie	Bombshell	1933	96	Comedy,Drama,Music	7.1	2945
5771	tt0023856	movie	Bureau of Missing Persons	1933	73	Comedy,Crime,Drama	6.5	1330
5776	tt0023871	movie	A Song of Lisbon	1933	85	Comedy,Musical	7.7	1491
5780	tt0023876	movie	Cavalcade	1933	112	Drama,Romance,War	5.8	5542
5791	tt0023891	movie	Christopher Strong	1933	78	Action,Adventure,Drama	6.3	1523
5805	tt0023911	movie	Counsellor at Law	1933	82	Comedy,Drama	7.6	1355
5814	tt0023926	movie	Dancing Lady	1933	92	Comedy,Musical,Romance	6.8	2518
5822	tt0023935	movie	The Death Kiss	1932	75	Comedy,Crime,Drama	6.0	1238
5823	tt0023937	movie	Passing Fancy	1933	100	Drama	7.2	1379
5826	tt0023940	movie	Design for Living	1933	91	Comedy,Music,Mystery	7.4	7215
5829	tt0023943	movie	The Devil's Brother	1933	90	Comedy,Musical	7.1	2016
5833	tt0023948	movie	Dinner at Eight	1933	111	Drama	7.5	8637
5841	tt0023960	movie	Double Harness	1933	69	Comedy,Drama	6.8	1208
5845	tt0023969	movie	Duck Soup	1933	69	Comedy,Musical	7.8	61323
5848	tt0023973	movie	The Eagle and the Hawk	1933	73	Action,Drama,War	7.1	1282
5857	tt0023985	movie	The Emperor Jones	1933	72	Drama,Music	6.4	1158
5858	tt0023986	movie	Employees' Entrance	1933	75	Drama,Romance	7.2	1512
5863	tt0023993	movie	Ex-Lady	1933	67	Comedy,Drama	6.4	1611
5870	tt0024008	movie	Female	1933	60	Comedy,Drama,Music	6.7	1766
5881	tt0024025	movie	Flying Down to Rio	1933	89	Comedy,Musical,Romance	6.6	3848
5884	tt0024028	movie	Footlight Parade	1933	104	Comedy,Musical,Romance	7.5	5782
5887	tt0024034	movie	42nd Street	1933	89	Comedy,Drama,Music	7.3	12531
5894	tt0024044	movie	Gabriel Over the White House	1933	86	Drama,Fantasy,Romance	6.4	1356
5903	tt0024055	movie	The Ghoul	1933	77	Action,Drama,Horror	5.8	3043
5912	tt0024067	movie	Going Hollywood	1933	78	Musical,Romance	6.2	1879
5913	tt0024069	movie	Gold Diggers of 1933	1933	97	Comedy,Drama,Musical	7.7	8722
5925	tt0024087	movie	Hans Westmar	1933	95	Biography	5.9	1453
5943	tt0024115	movie	Heroes for Sale	1933	76	Drama,Music,Romance	7.4	2367
5950	tt0024127	movie	Our Flags Lead Us Forward	1933	95	Drama	5.5	1782
5951	tt0024130	movie	Hold Your Man	1933	87	Crime,Drama,Music	6.9	1628
5966	tt0024166	movie	I'm No Angel	1933	87	Comedy,Music,Romance	6.9	3715
5973	tt0024183	movie	International House	1933	68	Comedy	6.9	1415
5974	tt0024184	movie	The Invisible Man	1933	71	Horror,Sci-Fi	7.6	37301
5976	tt0024188	movie	Island of Lost Souls	1932	70	Film-Noir,Horror,Sci-Fi	7.4	10194
5991	tt0024210	movie	The Kennel Murder Case	1933	73	Crime,Drama,Mystery	6.9	3730
5995	tt0024216	movie	King Kong	1933	100	Adventure,Horror,Sci-Fi	7.9	87682
6007	tt0024238	movie	Ladies They Talk About	1933	69	Drama	6.6	1729
6008	tt0024239	movie	Lady Killer	1933	76	Comedy,Crime,Music	7.0	1796
6009	tt0024240	movie	Lady for a Day	1933	96	Comedy,Drama	7.4	4410
6016	tt0024252	movie	Playing at Love	1933	88	Drama,Romance	7.5	1482
6023	tt0024262	movie	The Little Giant	1933	76	Comedy,Crime,Romance	7.0	1386
6024	tt0024264	movie	Little Women	1933	115	Drama,Family,Romance	7.2	7529
6048	tt0024302	movie	Man's Castle	1933	75	Drama,Romance	7.1	1523
6054	tt0024314	movie	The Mayor of Hell	1933	90	Crime,Drama,Romance	6.9	1771
6063	tt0024334	movie	Midnight Mary	1933	74	Crime,Drama,Romance	7.0	1479
6072	tt0024353	movie	Morning Glory	1933	74	Drama,Music,Romance	6.4	3120
6076	tt0024360	movie	Murders in the Zoo	1933	62	Crime,Horror	6.5	1475
6083	tt0024368	movie	Mystery of the Wax Museum	1933	77	Horror,Mystery,Thriller	6.8	6157
6099	tt0024402	movie	Outskirts	1933	98	Drama,War	7.1	1074
6110	tt0024426	movie	Parachute Jumper	1933	72	Drama	6.4	1235
6113	tt0024433	movie	Peg o' My Heart	1933	87	Drama,Romance	6.5	1499
6115	tt0024435	movie	Penthouse	1933	90	Crime,Mystery,Romance	6.8	1282
6125	tt0024450	movie	Picture Snatcher	1933	77	Crime,Drama	7.0	1689
6135	tt0024473	movie	The Private Life of Henry VIII	1933	97	Drama	7.0	4580
6139	tt0024481	movie	Queen Christina	1933	99	Biography,Drama,Romance	7.5	8206
6147	tt0024500	movie	Riders of Destiny	1933	53	Drama,Music,Romance	5.4	1152
6156	tt0024516	movie	Sagebrush Trail	1933	54	Drama,Western	5.3	1320
6173	tt0024548	movie	She Done Him Wrong	1933	66	Comedy,Drama,History	6.3	6572
6177	tt0024554	movie	A Shriek in the Night	1933	66	Crime,Mystery,Romance	5.3	1024
6196	tt0024593	movie	Son of Kong	1933	70	Adventure,Family,Horror	5.6	4952
6203	tt0024601	movie	Sons of the Desert	1933	68	Comedy,Family,Music	7.5	9229
6211	tt0024617	movie	The Story of Temple Drake	1933	70	Drama	7.1	1693
6215	tt0024625	movie	A Study in Scarlet	1933	72	Mystery,Thriller	5.5	1109
6244	tt0024675	movie	Today We Live	1933	113	Drama,Romance,War	5.9	1333
6269	tt0024727	movie	The Vampire Bat	1933	65	Drama,Horror,Mystery	5.7	2807
6277	tt0024747	movie	Strauss' Great Waltz	1934	81	Biography,Music,Romance	5.8	1585
6290	tt0024763	movie	When Ladies Meet	1933	85	Comedy,Romance	6.7	1053
6297	tt0024772	movie	Wild Boys of the Road	1933	68	Adventure,Drama	7.5	2172
6304	tt0024785	movie	The Working Man	1933	78	Comedy,Drama,Romance	7.2	1240
6313	tt0024805	movie	'Neath the Arizona Skies	1934	52	Western	5.1	1082
6330	tt0024831	movie	Anne of Green Gables	1934	78	Comedy,Drama,Family	7.0	1372
6332	tt0024844	movie	L'Atalante	1934	89	Comedy,Drama,Romance	7.8	16706
6336	tt0024852	movie	March of the Wooden Soldiers	1934	77	Comedy,Family,Fantasy	7.1	7185
6337	tt0024854	movie	Baby, Take a Bow	1934	76	Comedy,Drama,Music	6.4	1007
6345	tt0024865	movie	The Barretts of Wimpole Street	1934	109	Biography,Drama,Romance	7.0	1996
6355	tt0024890	movie	The Big Shakedown	1934	64	Crime,Drama	6.2	1026
6359	tt0024894	movie	The Black Cat	1934	65	Adventure,Crime,Horror	6.9	12006
6365	tt0024902	movie	Blue Steel	1934	54	Drama,Western	5.3	1675
6368	tt0024906	movie	Born to Be Bad	1934	62	Drama,Romance	6.2	1190
6373	tt0024914	movie	Bright Eyes	1934	85	Comedy,Drama,Family	7.2	2369
6375	tt0024916	movie	Broadway Bill	1934	104	Comedy,Drama	6.7	1087
6391	tt0024961	movie	The Cat's-Paw	1934	102	Comedy	6.6	1312
6393	tt0024963	movie	Chained	1934	76	Drama,Romance	6.3	1068
6396	tt0024966	movie	Chapayev	1934	93	Biography,Drama,History	7.1	1370
6398	tt0024968	movie	Charlie Chan in London	1934	79	Crime,Drama,Mystery	6.9	2087
6407	tt0024989	movie	The Clairvoyant	1935	81	Drama,Mystery,Romance	6.6	1145
6408	tt0024991	movie	Cleopatra	1934	100	Biography,Drama,History	6.8	4289
6417	tt0025004	movie	The Count of Monte Cristo	1934	113	Action,Adventure,Drama	7.4	3037
6436	tt0025028	movie	Dames	1934	91	Comedy,Music,Musical	7.0	2241
6442	tt0025037	movie	Death Takes a Holiday	1934	79	Drama,Fantasy,Romance	6.9	2296
6473	tt0025091	movie	Evelyn Prentice	1934	79	Drama,Mystery,Romance	6.8	1701
6479	tt0025101	movie	Fashions of 1934	1934	78	Comedy,Drama,Musical	6.6	1883
6496	tt0025129	movie	Fog Over Frisco	1934	68	Crime,Mystery,Romance	6.5	1700
6498	tt0025132	movie	Forsaking All Others	1934	83	Comedy,Drama,Romance	6.4	1459
6514	tt0025161	movie	Gambling Lady	1934	66	Drama,Mystery	6.5	1096
6517	tt0025164	movie	The Gay Divorcee	1934	107	Comedy,Musical,Romance	7.4	8253
6523	tt0025173	movie	The Girl from Missouri	1934	75	Comedy,Drama,Romance	6.6	1273
6560	tt0025238	movie	Here Comes the Navy	1934	87	Comedy,Drama,Romance	6.2	1100
6579	tt0025272	movie	The House of Rothschild	1934	88	Biography,Drama,History	6.5	1239
6580	tt0025273	movie	Housewife	1934	69	Drama,Romance	6.1	1095
6595	tt0025301	movie	Imitation of Life	1934	111	Comedy,Drama,Romance	7.5	5192
6603	tt0025316	movie	It Happened One Night	1934	105	Comedy,Romance	8.1	106905
6604	tt0025318	movie	It's a Gift	1934	68	Comedy	7.1	5570
6611	tt0025330	movie	Jimmy the Gent	1934	67	Comedy,Crime,Drama	6.6	1969
6614	tt0025335	movie	Judge Priest	1934	80	Comedy,Drama,Romance	6.2	2371
6640	tt0025373	movie	The Lawless Frontier	1934	59	Western	5.0	1076
6654	tt0025397	movie	Liliom	1934	118	Drama,Fantasy	6.8	1232
6659	tt0025410	movie	Little Miss Marker	1934	80	Adventure,Comedy,Drama	7.0	1336
6669	tt0025423	movie	The Lost Patrol	1934	73	Action,Adventure,Drama	6.8	3463
6675	tt0025440	movie	The Lucky Texan	1934	55	Action,Adventure,Drama	5.5	1297
6682	tt0025452	movie	The Man Who Knew Too Much	1934	75	Crime,Mystery,Thriller	6.7	19970
6685	tt0025455	movie	The Man from Utah	1934	51	Drama,Western	5.1	1209
6686	tt0025456	movie	Man of Aran	1934	76	Documentary	7.2	2240
6692	tt0025464	movie	Manhattan Melodrama	1934	93	Crime,Drama,Romance	7.1	4525
6693	tt0025465	movie	Maniac	1934	51	Horror,Sci-Fi	3.7	2584
6712	tt0025493	movie	The Merry Widow	1934	99	Comedy,Musical,Romance	7.2	3079
6714	tt0025499	movie	Midnight	1934	76	Crime,Drama,Film-Noir	5.5	1089
6720	tt0025509	movie	Les Misérables	1934	279	Drama	8.3	1881
6739	tt0025536	movie	Music in the Air	1934	85	Comedy,Musical,Romance	6.0	1010
6763	tt0025580	movie	Now and Forever	1934	81	Crime,Drama,Romance	6.5	1078
6766	tt0025586	movie	Of Human Bondage	1934	83	Drama,Mystery,Romance	7.0	7813
6768	tt0025590	movie	The Old Fashioned Way	1934	71	Comedy	7.3	1079
6779	tt0025607	movie	Operator 13	1934	85	Drama,History,Musical	5.9	1469
6781	tt0025610	movie	Our Daily Bread	1934	80	Drama,Romance	7.0	2063
6787	tt0025617	movie	The Painted Veil	1934	85	Drama,Romance	6.5	1601
6825	tt0025699	movie	Randy Rides Alone	1934	52	Action,Drama,Mystery	5.3	1126
6846	tt0025740	movie	Sadie McKee	1934	93	Drama,Romance	6.8	1547
6850	tt0025746	movie	The Scarlet Empress	1934	104	Drama,History,Romance	7.5	6925
6852	tt0025748	movie	The Scarlet Pimpernel	1934	97	Adventure,Drama	7.3	4507
6888	tt0025830	movie	The Star Packer	1934	53	Action,Drama,Mystery	5.1	1230
6908	tt0025862	movie	Tarzan and His Mate	1934	104	Action,Adventure,Romance	7.3	5349
6913	tt0025878	movie	The Thin Man	1934	91	Comedy,Crime,Mystery	7.9	31165
6915	tt0025880	movie	Thirty Day Princess	1934	74	Comedy,Romance	6.7	1052
6925	tt0025898	movie	Toni	1935	84	Crime,Drama,Romance	7.2	1986
6929	tt0025907	movie	Treasure Island	1934	110	Adventure,Family	7.1	2958
6931	tt0025913	movie	The Triumph of the Will	1935	114	Documentary,History	7.2	17759
6933	tt0025919	movie	Twentieth Century	1934	91	Comedy,Romance	7.3	6929
6941	tt0025929	movie	A Story of Floating Weeds	1934	86	Drama	7.7	3269
6952	tt0025946	movie	Moscow Laughs	1934	96	Comedy,Musical	6.9	1025
6953	tt0025948	movie	Viva Villa!	1934	115	Western	6.4	1485
6968	tt0025969	movie	West of the Divide	1934	54	Action,Adventure,Drama	5.2	1015
6997	tt0026017	movie	You're Telling Me!	1934	66	Comedy,Music	7.5	1127
7004	tt0026029	movie	The 39 Steps	1935	86	Crime,Mystery,Thriller	7.6	58988
7022	tt0026056	movie	Alice Adams	1935	99	Comedy,Drama,Romance	6.9	4319
7031	tt0026071	movie	Anna Karenina	1935	95	Drama,Music,Romance	7.0	5576
7033	tt0026073	movie	Annie Oakley	1935	90	Biography,Drama,Western	6.6	1837
7046	tt0026097	movie	Barbary Coast	1935	91	Adventure,Drama,Romance	6.8	1885
7051	tt0026104	movie	Becky Sharp	1935	84	Drama,Romance,War	5.9	1191
7062	tt0026121	movie	Black Fury	1935	94	Crime,Drama,Romance	6.4	1000
7064	tt0026123	movie	The Black Room	1935	68	Horror	6.9	2114
7067	tt0026126	movie	Bonnie Scotland	1935	80	Comedy	6.7	2017
7070	tt0026129	movie	Bordertown	1935	90	Crime,Drama,Film-Noir	6.6	1889
7077	tt0026138	movie	The Bride of Frankenstein	1935	75	Drama,Horror,Sci-Fi	7.8	50385
7081	tt0026144	movie	Broadway Melody of 1936	1935	101	Comedy,Music,Musical	6.8	1922
7087	tt0026164	movie	Call of the Wild	1935	95	Adventure,Drama,Family	6.8	2345
7091	tt0026174	movie	Captain Blood	1935	119	Action,Adventure,History	7.7	15043
7098	tt0026184	movie	The Case of the Curious Bride	1935	80	Comedy,Crime,Drama	6.6	1069
7108	tt0026197	movie	Charlie Chan in Egypt	1935	73	Crime,Drama,Mystery	6.6	2096
7109	tt0026198	movie	Charlie Chan in Paris	1935	72	Mystery	7.1	1683
7110	tt0026199	movie	Charlie Chan in Shanghai	1935	71	Crime,Drama,Mystery	6.9	1540
7115	tt0026205	movie	China Seas	1935	87	Action,Adventure,Drama	6.9	2699
7137	tt0026246	movie	Crime and Punishment	1935	88	Crime,Drama	6.9	2107
7139	tt0026249	movie	The Crusades	1935	125	Adventure,Drama,History	6.5	1208
7141	tt0026252	movie	Curly Top	1935	75	Family,Musical,Romance	6.8	2013
7148	tt0026261	movie	Dangerous	1935	79	Drama,Romance	6.8	3510
7152	tt0026266	movie	David Copperfield	1935	130	Adventure,Drama,Family	7.4	4503
7153	tt0026267	movie	The Dawn Rider	1935	53	Western	5.1	1266
7161	tt0026276	movie	The Devil Is a Woman	1935	79	Comedy,Drama,Romance	6.9	3760
7235	tt0026388	movie	Front Page Woman	1935	82	Comedy,Romance	6.5	1677
7238	tt0026393	movie	'G' Men	1935	85	Crime,Drama,Film-Noir	7.1	4136
7245	tt0026406	movie	The Ghost Goes West	1935	95	Comedy,Fantasy,Horror	6.7	1943
7252	tt0026413	movie	The Girl from 10th Avenue	1935	69	Drama	6.7	1396
7260	tt0026421	movie	Gold Diggers of 1935	1935	95	Comedy,Music,Musical	6.9	2841
7261	tt0026424	movie	The Good Fairy	1935	98	Comedy,Romance	7.5	1536
7277	tt0026452	movie	Hands Across the Table	1935	80	Comedy,Music,Romance	7.0	2034
7315	tt0026519	movie	If You Could Only Cook	1935	72	Comedy,Romance	7.0	1363
7321	tt0026529	movie	The Informer	1935	91	Crime,Drama	7.4	6798
7347	tt0026564	movie	Carnival in Flanders	1935	110	Comedy,History,Romance	7.4	1352
7371	tt0026605	movie	The Last Days of Pompeii	1935	96	Adventure,Drama	6.4	1117
7394	tt0026641	movie	The Littlest Rebel	1935	73	Comedy,Drama,Family	6.7	1611
7395	tt0026643	movie	The Lives of a Bengal Lancer	1935	109	Adventure,Drama,War	7.0	3106
7409	tt0026663	movie	Mad Love	1935	68	Horror,Romance,Sci-Fi	7.2	5580
7410	tt0026667	movie	Magnificent Obsession	1935	112	Drama,Romance	6.8	1044
7418	tt0026676	movie	Man on the Flying Trapeze	1935	66	Comedy,Crime,Music	7.5	1270
7423	tt0026685	movie	Mark of the Vampire	1935	60	Horror,Mystery	6.2	5254
7438	tt0026714	movie	A Midsummer Night's Dream	1935	133	Comedy,Fantasy,Romance	6.8	3699
7446	tt0026725	movie	Les Misérables	1935	108	Drama,History,Romance	7.7	3743
7450	tt0026739	movie	The Murder Man	1935	69	Crime,Drama,Mystery	6.8	1112
